animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_Variety,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,album_update,cDate,shelter_address,shelter_tel
465231,CAAAG1150820002,6,61,桃園市動物保護教育園區,貓,混種貓                 ,M,MEDIUM,黃虎斑色,ADULT,T,F,,,OPEN,我在南昌動物保護園區,,2026/8/20,2999/12/31,2026/8/20,2026/8/20,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1787199693120.png,,2026/8/20,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
465230,AAADG2026082001,3,50,新北市板橋區公立動物之家,狗,混種犬          ,F,MEDIUM,黃色,CHILD,F,F,三峽區中正路二段492號,,OPEN,,,2026/8/22,2999/12/31,2026/8/20,2026/8/20,新北市板橋區公立動物之家,https://www.pet.gov.tw/upload/pic/1787198565813.png,,2026/8/20,新北市板橋區板城路28-1號,(02)89662158
448645,1150632,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,M,BIG,虎斑色,ADULT,T,F,踏踏三路,,OPEN,,,2026/7/27,2999/12/31,2026/8/20,2026/4/9,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1775811259374.png,,2026/8/20,宜蘭縣五結鄉成興村利寶路60號,(03)9602350620
465227,1150818C03,22,82,金門縣動物收容中心,貓,混種貓                 ,M,SMALL,,ADULT,F,F,烈嶼鄉上林村后井,,OPEN,,,2026/8/18,2999/12/31,2026/8/20,2026/8/18,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1787197816680.png,,2026/8/20,金門縣金湖鎮裕民農莊20號,(082)336625
465226,1150818C02,22,82,金門縣動物收容中心,貓,混種貓                 ,M,SMALL,黃虎斑色,ADULT,F,F,金寧鄉安美村西浦頭,,OPEN,,,2026/8/18,2999/12/31,2026/8/20,2026/8/18,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1787197747485.png,,2026/8/20,金門縣金湖鎮裕民農莊20號,(082)336625
465225,1150818C01,22,82,金門縣動物收容中心,貓,混種貓                 ,M,SMALL,,ADULT,F,F,金寧鄉榜林村后湖,,OPEN,,,2026/8/18,2999/12/31,2026/8/20,2026/8/18,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1787197682679.png,,2026/8/20,金門縣金湖鎮裕民農莊20號,(082)336625
464860,PAAAG1150813011,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,BIG,黃白色,ADULT,T,F,,,OPEN,,,2026/8/26,2999/12/31,2026/8/18,2026/8/13,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1787192591265.png,,2026/8/18,澎湖縣馬公市烏崁里260、261號,(06)9213559
465216,GAAAG1150820004,11,69,彰化縣流浪狗中途之家臨時收容所,狗,混種犬          ,F,SMALL,黑色,CHILD,N,F,彰水路一段291號,,OPEN,,,2026/8/20,2999/12/31,2026/8/20,2026/8/20,彰化縣流浪狗中途之家臨時收容所,https://www.pet.gov.tw/upload/pic/1787191084598.png,,2026/8/20,彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676， 120.367307）,-9
465213,AAAGG1150820001,3,56,新北市瑞芳區公立動物之家,貓,混種貓                 ,M,BIG,虎斑白色,CHILD,T,F,三爪子坑路,,OPEN,我在:侯硐貓公所,,2026/8/20,2999/12/31,2026/8/20,2026/8/20,新北市瑞芳區公立動物之家,https://www.pet.gov.tw/upload/pic/1787190463939.png,,2026/8/20,新北市瑞芳區中坑路3號(瑞芳清潔隊廠區內),(02)24063481
464337,VAAAG115081204,2,49,臺北市動物之家,貓,混種貓                 ,F,SMALL,黑色,ADULT,T,F,敦化北路,,OPEN,鼻傷，本動物收容於檢疫區觀察健康情形，如民眾有認養意願請洽詢動物之家服務員，由專人導覽及參觀。,,2026/8/20,2999/12/31,2026/8/20,2026/8/12,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1786517108802.png,,2026/8/20,臺北市內湖區安美街191號,(02)87913254
465185,1150817C01,22,82,金門縣動物收容中心,貓,混種貓                 ,F,SMALL,三花色,CHILD,T,F,金沙鎮何斗里高坑,,OPEN,,,2026/8/17,2999/12/31,2026/8/20,2026/8/17,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1787189505522.png,,2026/8/20,金門縣金湖鎮裕民農莊20號,(082)336625
465217,GAAAG1150820005,11,69,彰化縣流浪狗中途之家臨時收容所,狗,混種犬          ,F,SMALL,黑色,CHILD,N,F,彰水路一段307號,,OPEN,,,2026/8/20,2999/12/31,2026/8/20,2026/8/20,彰化縣流浪狗中途之家臨時收容所,https://www.pet.gov.tw/upload/pic/1787191144637.png,,2026/8/20,彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676， 120.367307）,-9
465189,1150817C05,22,82,金門縣動物收容中心,貓,混種貓                 ,M,SMALL,,ADULT,F,F,金湖鎮正義里經武路,,OPEN,,,2026/8/17,2999/12/31,2026/8/20,2026/8/17,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1787190296425.png,,2026/8/20,金門縣金湖鎮裕民農莊20號,(082)336625
327154,HAAAG1120926738,12,70,南投縣公立動物收容所,狗,混種犬          ,M,MEDIUM,黃色,ADULT,F,F,南投縣中寮鄉鄉林巷,,OPEN,,,2023/10/3,2999/12/31,2026/8/20,2023/9/26,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1695779394624.png,,2026/8/20,南投縣南投市嶺興路36-1號,(049)2225440
465188,1150817C04,22,82,金門縣動物收容中心,貓,混種貓                 ,M,SMALL,黃虎斑色,CHILD,F,F,金沙鎮汶沙里后水頭,,OPEN,,,2026/8/17,2999/12/31,2026/8/20,2026/8/17,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1787189934854.png,,2026/8/20,金門縣金湖鎮裕民農莊20號,(082)336625
465187,1150817C03,22,82,金門縣動物收容中心,貓,混種貓                 ,M,SMALL,,ADULT,F,F,金寧鄉榜林村后湖,,OPEN,,,2026/8/17,2999/12/31,2026/8/20,2026/8/17,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1787189843732.png,,2026/8/20,金門縣金湖鎮裕民農莊20號,(082)336625
465186,1150817C02,22,82,金門縣動物收容中心,貓,混種貓                 ,M,SMALL,,ADULT,F,F,金沙鎮汶沙里榮光新村,,OPEN,,,2026/8/17,2999/12/31,2026/8/20,2026/8/17,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1787189657624.png,,2026/8/20,金門縣金湖鎮裕民農莊20號,(082)336625
465184,1150817D01,22,82,金門縣動物收容中心,狗,混種犬          ,F,SMALL,虎斑色,CHILD,F,F,金城鎮珠沙里小西門,,OPEN,,,2026/8/17,2999/12/31,2026/8/20,2026/8/17,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1787189389126.png,,2026/8/20,金門縣金湖鎮裕民農莊20號,(082)336625
464641,1150813C05,22,82,金門縣動物收容中心,貓,混種貓                 ,M,SMALL,,CHILD,F,F,金沙鎮汶沙里榮光新村,,OPEN,,,2026/8/13,2999/12/31,2026/8/20,2026/8/13,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1786692156850.png,,2026/8/20,金門縣金湖鎮裕民農莊20號,(082)336625
465183,1150816C01,22,82,金門縣動物收容中心,貓,混種貓                 ,F,SMALL,,ADULT,F,F,金寧鄉盤山村伯玉路二段,,OPEN,,,2026/8/16,2999/12/31,2026/8/20,2026/8/16,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1787189096787.png,,2026/8/20,金門縣金湖鎮裕民農莊20號,(082)336625
395637,CAAAG1140227002,6,61,桃園市動物保護教育園區,狗,柴犬                  ,M,SMALL,黃色,ADULT,F,F,五權里下埔,,OPEN,,,2025/8/31,2999/12/31,2026/8/20,2025/2/27,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1740626036523.png,,2026/8/20,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
459480,CAAAG1150702003,6,61,桃園市動物保護教育園區,狗,比熊犬,M,MEDIUM,白色,ADULT,F,F,金龍里金龍三路,,OPEN,,,,2999/12/31,2026/8/20,2026/7/2,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1782973967167.png,,2026/8/20,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
61296,107071901,2,49,臺北市動物之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,指南路一段,,OPEN,(107.8.20所內絕育)急傷回(車禍、左後肢股骨骨折),,2021/4/11,2999/12/31,2026/8/20,2018/7/19,臺北市動物之家,https://www.pet.gov.tw/upload/pic/4cea1b92-6060-49fa-9535-185d396abfdd.jpg,,2026/8/20,臺北市內湖區安美街191號,(02)87913254
435721,DAAAG1141219001,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,,,OPEN,入所時通報車禍，檢查為骨贅增生無法站立；115.2.3更新：後肢較無力，但可稍微走路或使用輔具行走。115.3.19走路姿勢稍微僵硬但可行走小跑步,,2026/1/13,2999/12/31,2026/5/11,2025/12/19,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1766391629277.png,,2026/5/11,新竹縣竹北市縣政五街192號,(03)5519548
465151,QAAAG1150819002,4,48,基隆市寵物銀行,狗,混種犬          ,M,BIG,黑色,ADULT,F,F,樂利三街32巷5號,,OPEN,,,2026/8/19,2999/12/31,2026/8/19,2026/8/19,基隆市寵物銀行,https://www.pet.gov.tw/upload/pic/1787140472961.png,,2026/8/19,基隆市七堵區大華三路45-12號(欣欣安樂園旁),(02)24560148
446847,1150550,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,M,BIG,黃色,ADULT,N,F,幸福路,,OPEN,,,2026/3/25,2999/12/31,2026/8/19,2026/3/25,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1787133875239.png,,2026/8/19,宜蘭縣五結鄉成興村利寶路60號,(03)9602350620
465165,AAADG2026081903,3,50,新北市板橋區公立動物之家,貓,混種貓                 ,F,SMALL,虎斑白色,CHILD,F,F,板橋區愛買附近,,OPEN,"預計0820送""魚中魚中山店"".認養需家中自備""隔離籠""與窗戶做防護(紗窗前架鐵網格)",,2026/8/21,2999/12/31,2026/8/19,2026/8/19,新北市板橋區公立動物之家,https://www.pet.gov.tw/upload/pic/1787133182644.png,,2026/8/19,新北市板橋區板城路28-1號,(02)89662158
465168,AAADG2026081906,3,50,新北市板橋區公立動物之家,貓,混種貓                 ,F,SMALL,虎斑白色,CHILD,F,F,板橋區南雅南路,,OPEN,親人.左後肢截肢,,2026/8/19,2999/12/31,2026/8/19,2026/8/19,新北市板橋區公立動物之家,https://www.pet.gov.tw/upload/pic/1787133212118.png,,2026/8/19,新北市板橋區板城路28-1號,(02)89662158
465145,1151379,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,F,MEDIUM,黑白色,CHILD,N,F,三正路,,OPEN,,,2026/8/19,2999/12/31,2026/8/19,2026/8/19,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1787132848134.png,,2026/8/19,宜蘭縣五結鄉成興村利寶路60號,(03)9602350620
424174,LAABG114082807,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黃色,ADULT,T,F,漁港路,,OPEN,,,2025/9/30,2999/12/31,2026/8/19,2025/9/30,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1759193064253.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
424391,LAABG114092605,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黃色,ADULT,T,F,美興街,,OPEN,,,2025/10/1,2999/12/31,2026/8/19,2025/10/1,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1759284008959.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
424084,LAABG114091202,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,虎斑色,ADULT,T,F,公園路,,OPEN,右剪耳,,2025/9/26,2999/12/31,2026/8/19,2025/9/26,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1758871769243.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
422011,LAABG114090906,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,新庄路,,OPEN,,,2025/9/12,2999/12/31,2026/8/19,2025/9/12,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1757641660022.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
450290,LAABG115041609,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,,,OPEN,,,2026/4/23,2999/12/31,2026/8/19,2026/4/16,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1776931958810.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
424394,LAABG114092510,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黃色,ADULT,T,F,永新路,,OPEN,,,2025/10/1,2999/12/31,2026/8/19,2025/10/1,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1759284190861.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
422015,LAABG114082202,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,港後,,OPEN,,,2025/9/12,2999/12/31,2026/8/19,2025/9/12,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1757641894904.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
422016,LAABG114082106,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,港後,,OPEN,四腳黃,,2025/9/12,2999/12/31,2026/8/19,2025/9/12,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1757641974151.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
424085,LAABG114091008,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,花色,ADULT,T,F,南進巷,,OPEN,,,2025/9/26,2999/12/31,2026/8/19,2025/9/26,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1758871855134.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
422013,LAABG114082113,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黃色,ADULT,T,F,保安路,,OPEN,,,2025/9/12,2999/12/31,2026/8/19,2025/9/12,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1757641775588.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
465056,1151377,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,F,BIG,黃色,ADULT,T,F,蘇花路五段,,OPEN,,,2026/8/18,2999/12/31,2026/8/19,2026/8/18,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1787131352952.png,,2026/8/19,宜蘭縣五結鄉成興村利寶路60號,(03)9602350620
422009,LAABG114090905,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,中路巷 草鴞生態,,OPEN,四腳黃,,2025/9/12,2999/12/31,2026/8/19,2025/9/12,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1757641461746.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
451138,LAABG114102319,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,,,OPEN,,,2026/4/30,2999/12/31,2026/8/19,2026/4/1,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1777530857909.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
451136,LAABG115011802,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黑色,ADULT,N,F,,,OPEN,,,2026/4/30,2999/12/31,2026/8/19,2026/4/1,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1777530768080.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
451111,LAABG115011606,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,白色,ADULT,N,F,,,OPEN,,,2026/4/30,2999/12/31,2026/8/19,2026/4/1,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1777521955541.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
422003,LAABG114041701,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,白色,ADULT,T,F,和平路,,OPEN,,,2025/9/12,2999/12/31,2026/8/19,2025/9/12,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1757640949565.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
424101,LAABG114092406,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,白色,ADULT,T,F,富山巷,,OPEN,,,2025/9/26,2999/12/31,2026/8/19,2025/9/26,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1758874227845.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
451144,LAABG114102318,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,,,OPEN,,,2026/4/30,2999/12/31,2026/8/19,2026/4/1,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1777531729201.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
451143,LAABG114103101,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,,,OPEN,,,2026/4/30,2999/12/31,2026/8/19,2026/4/1,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1777531668864.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
451142,LAABG114102709,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黃色,ADULT,T,F,,,OPEN,,,2026/4/30,2999/12/31,2026/8/19,2026/4/1,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1777531611503.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
451141,LAABG114110201,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,,,OPEN,,,2026/4/30,2999/12/31,2026/8/19,2026/4/1,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1777531099614.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
452769,LAABG114102505,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,玄中路,,OPEN,,,2026/5/1,2999/12/31,2026/8/19,2026/5/1,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1778726859493.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
452771,LAABG114102506,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,玄中路,,OPEN,,,2026/5/1,2999/12/31,2026/8/19,2026/5/1,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1778727154764.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
451110,LAABG115010502,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黃色,ADULT,N,F,,,OPEN,,,2026/4/30,2999/12/31,2026/8/19,2026/4/1,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1777521761098.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
464299,LAABG115051209,17,76,高雄市燕巢動物保護關愛園區,狗,混種犬          ,F,BIG,黑色,ADULT,T,F,,,OPEN,,,2026/8/12,2999/12/31,2026/8/19,2026/8/12,高雄市燕巢動物保護關愛園區,https://www.pet.gov.tw/upload/pic/1786513426729.png,,2026/8/19,高雄市燕巢區師大路98號,(07)6051002
339136,OAAAG1121216003,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黃白色,ADULT,T,F,,,OPEN,,,2023/12/16,2999/12/31,2026/8/19,2023/12/16,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1702706630960.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
339137,OAAAG1121216004,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,白色,ADULT,T,F,,,OPEN,,,2023/12/16,2999/12/31,2026/8/19,2023/12/16,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1702706848231.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
339135,OAAAG1121216002,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黃白色,ADULT,T,F,,,OPEN,,,2023/12/16,2999/12/31,2026/8/19,2023/12/16,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1702706380245.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
426418,VAAAG114101708,2,49,臺北市動物之家,貓,混種貓                 ,M,SMALL,虎斑色,ADULT,T,F,大度路三段,,OPEN,本動物收容於檢疫區觀察健康情形，如民眾有認養意願請洽詢動物之家服務員，由專人導覽及參觀。,,2026/5/23,2999/12/31,2026/8/19,2025/10/17,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1761464742437.png,,2026/8/19,臺北市內湖區安美街191號,(02)87913254
452459,CAAAG1150512005,6,61,桃園市動物保護教育園區,貓,混種貓                 ,M,SMALL,黃虎斑色,CHILD,F,F,文化路三段,,OPEN,,,2026/7/26,2999/12/31,2026/8/19,2026/5/12,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1778556687521.png,,2026/8/19,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
252204,OAAAG1110425001,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,所內生產,,OPEN,認養請先來電預約互動，動物以現場為主，不做保留。,,2022/7/8,2999/12/31,2026/8/19,2022/4/25,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/aaf55df2-bb25-4b21-a2b1-d429144e6a45.jpg,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
433411,OAAAG1141203001,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,,,OPEN,,,,2999/12/31,2026/8/19,2025/12/3,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1764746567413.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
433412,OAAAG1141203002,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,,,OPEN,,,,2999/12/31,2026/8/19,2025/12/3,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1764746723971.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
320485,OAAAG1120811003,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,水源58-1,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2023/8/29,2999/12/31,2026/8/19,2023/8/11,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1715396855712.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
350223,OAAAG1130315003,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑白色,ADULT,T,F,重慶市場,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留,,2024/6/18,2999/12/31,2026/8/19,2024/3/15,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1723799384403.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
346685,OAAAG1130219010,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,虎斑色,ADULT,T,F,志學村中山路四段56號,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2024/3/30,2999/12/31,2026/8/19,2024/2/19,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1715587112105.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
386853,OAAAG1131217003,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,虎斑色,ADULT,N,F,光復國小,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2025/1/8,2999/12/31,2026/8/19,2024/12/17,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1734406277237.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
352972,OAAAG1130408003,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,,,OPEN,,,2024/4/8,2999/12/31,2026/8/19,2024/4/8,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1783045966698.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
275323,OAAAG1110923006,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黑白色,CHILD,T,F,秀林村橋下,,OPEN,認養請先來電預約互動，動物以現場為主，不做保留。,,2022/10/24,2999/12/31,2026/8/19,2022/9/23,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1715411893582.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
275320,OAAAG1110923004,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,花色,ADULT,T,F,豐坪路三段2-5號,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2022/10/21,2999/12/31,2026/8/19,2022/9/23,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1715234638668.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
388329,OAAAG1131230002,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,信義成功街口,,OPEN,,,,2999/12/31,2026/8/19,2024/12/30,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1735539907037.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
389742,OAAAG1140109005,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黃色,ADULT,F,F,崙山86號,,OPEN,,,,2999/12/31,2026/8/19,2025/1/9,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1736405757418.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
299380,OAAAG1120316001,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,不擬續養,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2023/3/16,2999/12/31,2026/8/19,2023/3/16,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1715312945601.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
434534,OAAAG1141211013,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,,,OPEN,,,,2999/12/31,2026/8/19,2025/12/11,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1765436125646.png,,2026/8/19,花蓮縣鳳林鎮林榮里永豐路255號,(03)8421452
